graph_id,node_id,label,train_mask,val_mask,test_mask,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,X,Y,Z
1,8,1,True,False,False,5.1988,9.5423,0.7175,12.0,0.9449,0.5261,-7.844495,-9.876427,0.0
1,9,0,True,False,False,21.5497,19.0155,0.7489,6.0,0.9483,0.4857,12.397265,4.267367,0.0
1,10,2,True,False,False,12.199,18.4251,0.4516,16.0,0.7497,0.444,-0.343814,2.322818,0.0
1,11,4,True,False,False,7.9666,12.3149,0.6601,12.0,0.9042,0.4922,-7.124173,-0.918852,0.0
1,12,1,True,False,False,4.4174,8.4127,0.7843,4.0,0.9906,0.5077,3.504718,5.135166,0.0
1,13,4,True,False,False,9.36,12.9054,0.7062,8.0,0.9839,0.4767,3.748823,-2.223898,0.0
1,14,2,True,False,False,18.1381,24.2784,0.3867,14.0,0.5393,0.4393,5.36654,5.944908,0.0
1,15,5,True,False,False,18.3229,17.1468,0.7831,10.0,0.9755,0.5185,-3.15201,5.088333,0.0
1,16,0,True,False,False,18.8281,17.9654,0.7331,13.0,0.9727,0.5059,-8.91659,-3.193326,0.0
1,17,5,True,False,False,20.5604,18.3994,0.7632,6.0,0.9609,0.4954,-10.649211,-6.807592,0.0
1,18,3,True,False,False,3.74,8.1936,0.7,5.0,0.8599,0.4663,-7.165692,3.790493,0.0
1,19,7,True,False,False,1.256,4.5361,0.7671,4.0,0.9612,0.4967,-5.395673,-5.888987,0.0
1,20,3,True,False,False,3.8798,8.4255,0.6868,5.0,0.8218,0.4606,-2.644156,9.626474,0.0
1,21,2,True,False,False,12.4672,19.2466,0.4229,22.0,0.7477,0.4246,-5.000865,-4.609068,0.0
1,22,3,True,False,False,5.3975,10.4947,0.6158,6.0,0.9506,0.4322,-1.605825,-13.998852,0.0
1,23,7,True,False,False,1.6346,5.3833,0.7088,6.0,0.921,0.4621,-1.167124,-0.50186,0.0
1,24,2,True,False,False,21.6295,27.6159,0.3564,26.0,0.7849,0.3737,0.25085,-2.565121,0.0
1,25,3,True,False,False,5.205,10.488,0.5946,10.0,0.7714,0.4161,-13.368603,-4.279954,0.0
1,26,1,True,False,False,2.16,6.3845,0.6659,4.0,0.9038,0.4322,-6.367996,-10.746831,0.0
1,27,1,True,False,False,3.8602,8.2073,0.7201,8.0,0.9882,0.4853,1.995448,3.397422,0.0
1,28,4,True,False,False,8.2699,11.7758,0.7494,8.0,0.9759,0.5171,6.810361,10.147867,0.0
1,29,0,False,True,False,14.4607,15.5497,0.7515,8.0,0.9461,0.5212,-4.134867,-11.844575,0.0
1,30,7,False,True,False,0.9373,3.8943,0.7767,4.0,0.973,0.5028,-2.633245,0.093155,0.0
1,31,1,False,True,False,1.8295,5.4346,0.7784,4.0,0.9758,0.5039,2.363969,6.451782,0.0
1,32,1,False,True,False,6.0013,11.0826,0.614,8.0,0.8441,0.4302,9.769253,0.753345,0.0
1,33,2,False,True,False,14.6853,20.6586,0.4324,14.0,0.9097,0.3795,-5.933968,-7.129173,0.0
1,34,5,False,True,False,18.2641,17.9178,0.7149,13.0,0.985,0.535,2.716758,12.730448,0.0
1,35,7,False,False,True,0.6846,3.4578,0.7195,4.0,0.9277,0.4664,1.495513,5.419434,0.0
1,36,3,False,False,True,5.0121,9.747,0.663,11.0,0.7612,0.5356,6.331937,-3.651648,0.0
1,37,1,False,False,True,3.9862,8.3613,0.7165,8.0,0.8728,0.5014,-3.755634,-1.804974,0.0
1,38,0,False,False,True,15.1363,15.5754,0.7841,4.0,0.9894,0.5075,-5.078607,1.483291,0.0
1,39,3,False,False,True,2.9377,6.9193,0.7711,13.0,0.933,0.5143,2.83226,-8.250135,0.0
1,40,4,False,False,True,8.9099,12.8284,0.6804,10.0,0.8813,0.496,0.46352,-6.466153,0.0
1,41,3,False,False,True,4.1186,8.7621,0.6741,5.0,0.8141,0.4531,-8.70636,1.791193,0.0
2,0,1,True,False,False,5.7807,10.9462,0.6063,10.0,0.7959,0.4446,9.574286,1.158524,0.0
2,1,4,True,False,False,8.466,12.7204,0.6575,12.0,0.8455,0.4956,0.725481,-6.394981,0.0
2,2,3,True,False,False,3.8566,8.4064,0.6858,7.0,0.7751,0.4738,-2.990907,9.591062,0.0
2,3,0,True,False,False,18.3173,17.0614,0.7908,7.0,0.999,0.5215,-8.917709,-3.608512,0.0
2,4,5,True,False,False,18.2924,17.9862,0.7106,13.0,0.9923,0.5396,2.467223,12.360123,0.0
2,5,5,True,False,False,20.5371,18.4032,0.762,6.0,0.9448,0.4999,-10.387966,-7.12826,0.0
2,6,6,True,False,False,1.7635,5.3919,0.7622,4.0,0.9442,0.4992,-1.688968,-1.931803,0.0
2,7,3,True,False,False,3.4819,7.8039,0.7185,5.0,0.8322,0.4816,-1.671944,11.439512,0.0
2,8,0,True,False,False,21.4042,18.9689,0.7475,4.0,0.9292,0.4898,11.814649,4.298263,0.0
2,9,4,True,False,False,8.2975,11.769,0.7528,6.0,0.9916,0.5217,6.310246,10.208306,0.0
2,10,7,True,False,False,0.394,2.7434,0.6578,4.0,0.8738,0.4324,-3.987933,-5.961602,0.0
2,11,0,True,False,False,13.4588,15.9604,0.6639,12.0,0.9057,0.533,0.506364,9.279472,0.0
2,12,2,True,False,False,15.7369,19.8946,0.4996,14.0,0.9419,0.4004,-4.83303,-7.278767,0.0
2,13,1,True,False,False,5.8949,10.9976,0.6125,8.0,0.821,0.4218,-7.178844,-1.457701,0.0
2,14,2,True,False,False,30.0891,49.3194,0.1554,40.0,0.8679,0.2746,0.304,-1.146952,0.0
2,15,1,True,False,False,5.09,9.429,0.7194,12.0,0.9456,0.5322,-7.521379,-10.105591,0.0
2,16,2,True,False,False,10.8519,16.9118,0.4768,16.0,0.6876,0.4599,-0.369536,2.133264,0.0
2,17,7,True,False,False,0.9255,4.1062,0.6898,6.0,0.9012,0.455,-3.148946,-0.890035,0.0
2,18,2,True,False,False,14.0973,20.1775,0.4351,18.0,0.9887,0.3672,-4.395118,-4.119523,0.0
2,19,3,True,False,False,5.4132,10.501,0.6169,6.0,0.9124,0.4401,-1.097059,-13.962763,0.0
2,20,2,True,False,False,14.4623,20.306,0.4408,14.0,0.9727,0.3615,7.077711,2.326098,0.0
2,21,3,True,False,False,3.6791,9.4075,0.5224,10.0,0.8352,0.3486,-8.71439,1.304309,0.0
2,22,5,True,False,False,18.3347,17.6061,0.7433,10.0,0.9384,0.4998,6.958902,0.295754,0.0
2,23,1,True,False,False,3.6575,8.2205,0.6801,8.0,0.9222,0.4887,1.901158,3.354104,0.0
2,24,3,True,False,False,5.0034,9.7862,0.6565,16.0,0.7747,0.533,6.415302,-3.36908,0.0
2,25,1,True,False,False,4.5036,8.5033,0.7827,6.0,0.9874,0.514,3.271094,5.229719,0.0
2,26,5,True,False,False,18.8153,17.3601,0.7845,13.0,0.8576,0.5489,-0.831784,-8.892824,0.0
2,27,1,True,False,False,2.2756,6.5491,0.6667,4.0,0.878,0.4382,-6.027112,-10.966498,0.0
2,28,0,False,True,False,14.7249,16.2689,0.6991,8.0,0.9922,0.5127,-3.501444,-12.097423,0.0
2,29,3,False,True,False,5.317,10.429,0.6143,6.0,0.7314,0.4277,-13.224418,-4.695276,0.0
2,30,4,False,True,False,8.6253,12.3861,0.7065,6.0,0.9667,0.493,-1.373441,6.93279,0.0
2,31,3,False,True,False,3.0061,6.9521,0.7816,12.0,0.929,0.5252,3.123572,-8.080995,0.0
2,32,1,False,True,False,1.1734,4.3634,0.7745,4.0,0.9614,0.507,2.228634,6.723806,0.0
2,33,5,False,True,False,20.6301,18.2914,0.7748,9.0,0.9095,0.5482,-3.141568,4.415017,0.0
2,34,7,False,False,True,1.2323,4.4405,0.7854,4.0,0.9981,0.514,1.383974,5.628605,0.0
2,35,3,False,False,True,0.8546,3.8293,0.7324,10.0,0.7356,0.5119,-6.576351,4.768629,0.0
2,36,0,False,False,True,18.6209,17.2718,0.7844,4.0,0.9881,0.5133,8.83599,7.229207,0.0
2,37,4,False,False,True,9.4466,12.8233,0.7219,10.0,0.9593,0.4868,3.753678,-2.0958,0.0
2,38,2,False,False,True,17.9532,24.2146,0.3848,12.0,0.5332,0.4397,4.999347,6.176165,0.0
2,39,7,False,False,True,1.3422,4.6719,0.7727,6.0,0.969,0.5105,-4.778128,-5.342478,0.0
2,40,4,False,False,True,9.3009,12.9004,0.7023,12.0,0.9161,0.4775,-6.025057,0.159265,0.0
3,0,6,True,False,False,1.9321,5.6417,0.7628,6.0,0.9651,0.4935,-1.763714,-1.827345,0.0
3,1,0,True,False,False,14.5272,16.0423,0.7093,12.0,0.9475,0.4861,-4.374683,-10.938669,0.0
3,2,3,True,False,False,5.1891,10.4348,0.5989,10.0,0.7945,0.4139,-13.443675,-3.935767,0.0
3,3,1,True,False,False,5.2581,9.5452,0.7252,10.0,0.9168,0.5148,-8.022008,-9.613912,0.0
3,4,3,True,False,False,8.1239,14.476,0.4872,6.0,0.7963,0.3278,-7.772167,3.056073,0.0
3,5,7,True,False,False,2.4497,6.2837,0.7796,4.0,0.9823,0.5018,5.393539,4.560414,0.0
3,6,1,True,False,False,3.7844,8.4923,0.6594,10.0,0.95,0.4588,2.021949,3.053639,0.0
3,7,0,True,False,False,18.2972,17.0938,0.7869,7.0,0.9771,0.5128,-9.301122,-2.575633,0.0
3,8,1,True,False,False,1.6349,5.1281,0.7812,6.0,0.992,0.505,0.865944,4.339387,0.0
3,9,7,True,False,False,1.7948,5.616,0.7151,6.0,0.9474,0.4643,-4.808858,-5.234897,0.0
3,10,0,True,False,False,14.8386,16.5816,0.6782,12.0,0.9293,0.522,-4.973858,1.644606,0.0
3,11,4,True,False,False,8.6635,12.4471,0.7027,10.0,0.9953,0.4791,-7.070326,-0.705523,0.0
3,12,1,True,False,False,2.0613,6.181,0.678,4.0,0.9258,0.437,-6.570346,-10.535174,0.0
3,13,4,True,False,False,9.4027,12.9864,0.7006,8.0,0.9997,0.473,3.72674,-2.304685,0.0
3,14,3,True,False,False,5.3934,10.4867,0.6163,6.0,0.9823,0.4286,-1.921731,-13.945905,0.0
3,15,5,True,False,False,18.162,17.3777,0.7558,8.0,0.9695,0.4913,7.35364,-1.237316,0.0
3,16,5,True,False,False,18.0487,17.7651,0.7187,12.0,0.9657,0.5252,3.033509,12.660553,0.0
3,17,2,True,False,False,14.6404,20.2026,0.4508,12.0,0.9623,0.3651,6.737103,2.435808,0.0
3,18,4,True,False,False,8.9154,12.8323,0.6804,10.0,0.892,0.494,0.335591,-6.464914,0.0
3,19,2,True,False,False,15.695,19.5092,0.5182,10.0,0.8877,0.4058,-5.30241,-7.107063,0.0
3,20,2,True,False,False,17.6694,25.0562,0.3537,22.0,0.5449,0.4139,3.062988,5.549791,0.0
3,21,1,True,False,False,1.5835,5.0511,0.7799,6.0,0.9849,0.5048,-0.421139,2.762862,0.0
3,22,2,True,False,False,16.36,25.1846,0.3241,30.0,0.8208,0.3243,-3.548726,-1.266081,0.0
3,23,0,True,False,False,13.3026,14.9894,0.744,4.0,0.9532,0.4791,9.791371,6.201111,0.0
3,24,3,True,False,False,3.006,6.9719,0.7771,13.0,0.9407,0.5124,2.675217,-8.309359,0.0
3,25,5,True,False,False,19.3355,18.8106,0.6867,19.0,0.9126,0.5478,-1.264822,-9.151291,0.0
3,26,0,True,False,False,18.1143,17.4548,0.7471,6.0,0.9543,0.4817,6.955306,8.055213,0.0
3,27,3,True,False,False,7.5603,13.8279,0.4969,6.0,0.7897,0.3354,-1.541241,10.717179,0.0
3,28,3,False,True,False,4.928,9.7785,0.6476,17.0,0.7637,0.5315,6.214724,-3.854924,0.0
3,29,2,False,True,False,21.4417,27.2391,0.3631,17.0,0.7777,0.3726,0.236423,-2.967107,0.0
3,30,1,False,True,False,4.0864,8.3895,0.7296,10.0,0.9609,0.5036,0.100466,0.868276,0.0
3,31,5,False,True,False,20.9934,19.4322,0.6986,8.0,0.9156,0.4787,-10.180839,-8.110111,0.0
3,32,7,False,True,False,1.6315,5.3592,0.7138,4.0,0.939,0.4598,-1.060019,-0.521605,0.0
3,33,1,False,True,False,5.9361,11.009,0.6155,6.0,0.8621,0.4275,9.775389,0.493489,0.0
3,34,0,False,False,True,21.4969,18.9956,0.7487,4.0,0.9559,0.482,12.110791,3.567414,0.0
3,35,4,False,False,True,8.86,12.4984,0.7127,8.0,0.978,0.477,-0.722948,7.058381,0.0
3,36,0,False,False,True,13.5665,16.0167,0.6646,12.0,0.9197,0.5195,1.407906,7.912816,0.0
3,37,7,False,False,True,2.6929,7.0542,0.68,8.0,0.8589,0.4768,6.126858,10.835236,0.0
3,38,7,False,False,True,2.057,5.8472,0.7561,4.0,0.9605,0.4868,-6.998389,-5.335385,0.0
3,39,5,False,False,True,18.4144,17.8919,0.7229,9.0,0.9739,0.5244,-3.022192,5.167523,0.0
4,0,2,True,False,False,21.3278,27.4267,0.3563,21.0,0.7855,0.3695,0.264566,-2.340682,0.0
4,1,7,True,False,False,2.4096,6.2283,0.7806,4.0,0.9762,0.5088,5.134901,4.79584,0.0
4,2,0,True,False,False,18.1761,17.0317,0.7874,5.0,0.9965,0.5169,-9.154839,-3.043988,0.0
4,3,7,True,False,False,1.6646,5.3301,0.7363,8.0,0.8745,0.5328,5.237784,10.544296,0.0
4,4,7,True,False,False,1.6294,5.3558,0.7138,4.0,0.9113,0.4662,-1.067528,-0.600758,0.0
4,5,0,True,False,False,14.5605,16.0319,0.7119,12.0,0.9506,0.4909,-3.727676,-12.20024,0.0
4,6,3,True,False,False,5.3864,10.4799,0.6163,6.0,0.9233,0.4371,-1.275464,-14.042344,0.0
4,7,0,True,False,False,18.3191,17.2895,0.7701,4.0,0.958,0.5021,11.63005,3.779215,0.0
4,8,2,True,False,False,14.5435,20.2408,0.4461,12.0,0.9921,0.3633,7.078807,2.415658,0.0
4,9,5,True,False,False,20.7736,19.2142,0.7071,6.0,0.9081,0.4878,-9.900353,-8.633298,0.0
4,10,1,True,False,False,1.5984,5.0734,0.7803,6.0,0.9818,0.5115,-0.594562,2.71253,0.0
4,11,1,True,False,False,1.6502,5.1504,0.7817,6.0,0.9874,0.5116,0.613571,4.3487,0.0
4,12,3,True,False,False,4.9233,9.8388,0.6391,17.0,0.7772,0.5276,6.384983,-3.534811,0.0
4,13,7,True,False,False,1.7555,5.5354,0.72,6.0,0.9223,0.4736,-4.601209,-5.472372,0.0
4,14,4,True,False,False,8.8249,12.4646,0.7138,8.0,0.9497,0.4837,-1.099337,6.981727,0.0
4,15,3,True,False,False,3.9199,10.5399,0.4434,4.0,0.8158,0.292,7.528064,10.846207,0.0
4,16,6,True,False,False,1.9294,5.6381,0.7627,6.0,0.9511,0.5,-1.706498,-1.938295,0.0
4,17,1,True,False,False,4.0811,8.3841,0.7296,10.0,0.979,0.5079,0.023306,0.842959,0.0
4,18,4,True,False,False,9.3905,12.9779,0.7006,8.0,0.9786,0.4795,3.797094,-2.148015,0.0
4,19,1,True,False,False,5.8807,10.9761,0.6134,6.0,0.8273,0.4344,9.634079,0.994277,0.0
4,20,1,True,False,False,2.0858,6.2027,0.6813,4.0,0.894,0.4454,-6.096793,-10.852319,0.0
4,21,2,True,False,False,16.3472,25.1426,0.325,28.0,0.7741,0.3355,-3.487798,-1.43117,0.0
4,22,0,True,False,False,15.1141,15.6983,0.7707,6.0,0.9592,0.5032,6.258381,7.997979,0.0
4,23,2,True,False,False,17.7248,25.0913,0.3538,22.0,0.5201,0.4304,2.747787,5.663628,0.0
4,24,3,True,False,False,8.1134,14.4666,0.4872,6.0,0.7416,0.3338,-7.941203,2.644271,0.0
4,25,4,True,False,False,8.9642,12.9523,0.6715,12.0,0.8759,0.4969,0.614273,-6.465381,0.0
4,26,3,True,False,False,7.5505,13.8189,0.4969,6.0,0.7358,0.3416,-2.09389,10.59407,0.0
4,27,3,True,False,False,3.0033,7.0176,0.7663,15.0,0.9138,0.5171,3.039479,-8.192434,0.0
4,28,0,True,False,False,13.5041,15.9806,0.6645,12.0,0.9103,0.5281,0.717673,9.28525,0.0
4,29,5,False,True,False,19.3568,18.824,0.6865,19.0,0.9055,0.5495,-0.995923,-8.958955,0.0
4,30,5,False,True,False,18.3746,17.4691,0.7566,6.0,0.956,0.4964,7.353773,-0.889835,0.0
4,31,7,False,True,False,2.1217,5.9717,0.7477,4.0,0.9348,0.4878,-6.799445,-5.713887,0.0
4,32,4,False,True,False,8.6827,12.439,0.7052,10.0,0.9673,0.4871,-7.061691,-1.081514,0.0
4,33,0,False,True,False,14.7705,16.5452,0.678,12.0,0.9241,0.5303,-5.084617,1.375135,0.0
4,34,3,False,True,False,3.3074,9.3593,0.4745,8.0,0.8234,0.3141,13.604042,6.405223,0.0
4,35,2,False,False,True,15.7986,19.4709,0.5237,14.0,0.9284,0.4078,-5.015159,-7.392648,0.0
4,36,5,False,False,True,18.3601,17.8655,0.7229,9.0,0.9965,0.5289,-3.260606,4.989981,0.0
4,37,1,False,False,True,3.7795,8.4867,0.6594,10.0,0.9285,0.465,1.548673,2.857367,0.0
4,38,5,False,False,True,17.9202,17.697,0.719,15.0,0.9883,0.5298,2.407465,12.763207,0.0
4,39,1,False,False,True,5.2338,9.539,0.7228,10.0,0.9226,0.5191,-7.595728,-9.999476,0.0
4,40,0,False,False,True,13.1818,14.9284,0.7433,6.0,0.9317,0.4859,9.448765,6.652369,0.0
4,41,3,False,False,True,5.1966,10.4494,0.5981,10.0,0.749,0.4193,-13.259,-4.605347,0.0
5,0,3,True,False,False,5.793,10.3707,0.6768,14.0,0.5756,0.7289,0.507873,6.85941,0.0
5,1,4,True,False,False,10.571,14.0531,0.6726,14.0,0.6324,0.7528,-2.058893,-2.607022,0.0
5,2,5,True,False,False,27.3968,24.0995,0.5928,16.0,0.6869,0.6487,2.184423,3.336127,0.0
5,3,1,True,False,False,1.6182,5.2332,0.7425,8.0,0.7385,0.7657,-5.929232,-1.61423,0.0
5,4,5,True,False,False,21.4934,21.0303,0.6107,20.0,0.8456,0.6392,-6.17539,-4.241815,0.0
5,5,6,True,False,False,23.4224,29.9119,0.329,20.0,0.7523,0.3827,8.891137,-2.022865,0.0
5,6,2,True,False,False,3.7639,7.9179,0.7545,6.0,0.8119,0.7613,6.130171,3.464195,0.0
5,7,0,True,False,False,10.4619,13.5079,0.7205,4.0,0.6467,0.7487,-2.309436,3.231126,0.0
5,8,4,True,False,False,4.813,8.9292,0.7586,8.0,0.8465,0.7705,7.869195,6.384529,0.0
5,9,1,True,False,False,4.44,8.5314,0.7666,4.0,0.7929,0.7702,-8.30793,-1.295124,0.0
5,10,6,True,False,False,2.5856,6.438,0.7839,6.0,0.9925,0.7786,9.09887,1.880933,0.0
5,11,1,True,False,False,3.8386,7.9691,0.7596,6.0,0.7796,0.7727,0.624742,-1.609506,0.0
5,12,0,True,False,False,11.2919,13.8897,0.7355,4.0,0.6833,0.7558,-4.994935,2.841106,0.0
5,13,2,True,False,False,13.1334,21.2104,0.3669,16.0,0.3164,0.5354,-3.800593,-0.292466,0.0
5,14,3,False,True,False,5.8449,10.263,0.6973,18.0,0.8698,0.7264,-3.765682,-6.529471,0.0
5,15,0,False,True,False,15.9086,16.0193,0.779,6.0,0.8775,0.7775,-8.225956,1.838976,0.0
5,16,1,False,True,False,3.8778,7.9736,0.7665,4.0,0.7923,0.7701,8.285557,3.976254,0.0
5,17,4,False,False,True,4.6731,8.7541,0.7663,6.0,0.8449,0.7691,0.937797,-3.446736,0.0
5,18,3,False,False,True,5.8376,10.2794,0.6942,18.0,0.8679,0.7221,1.268188,-5.806965,0.0
5,19,0,False,False,True,25.0224,20.4072,0.755,10.0,0.9933,0.7824,4.52276,-1.555104,0.0
6,0,0,True,False,False,25.1559,21.2483,0.7002,14.0,0.9158,0.5717,-12.42917,0.910121,0.0
6,1,0,True,False,False,18.11,17.8298,0.7159,10.0,0.8904,0.5599,-0.989708,-8.709461,0.0
6,2,5,True,False,False,31.098,26.5866,0.5529,22.0,0.7891,0.6342,8.806994,-3.851626,0.0
6,3,1,True,False,False,1.9715,6.0244,0.6826,8.0,0.7695,0.5498,-8.978782,7.133857,0.0
6,4,0,True,False,False,14.3029,16.1433,0.6897,8.0,0.8358,0.5454,-7.710595,10.247919,0.0
6,5,2,True,False,False,45.7896,50.5881,0.2248,49.0,0.6655,0.2602,-6.160607,3.087688,0.0
6,6,1,True,False,False,6.6661,12.1866,0.564,8.0,0.8854,0.4783,-10.373851,7.975923,0.0
6,7,4,True,False,False,38.1365,30.3488,0.5203,19.0,0.7206,0.4917,-1.953225,6.761232,0.0
6,8,2,True,False,False,12.7892,22.5001,0.3175,24.0,0.706,0.2816,6.289985,0.386251,0.0
6,9,5,True,False,False,33.4237,25.5488,0.6435,20.0,0.9775,0.5711,-7.766859,-1.293343,0.0
6,10,0,True,False,False,12.9916,16.7271,0.5835,12.0,0.7419,0.5113,10.286595,0.631046,0.0
6,11,0,True,False,False,18.5247,18.5433,0.677,12.0,0.9756,0.5917,12.205445,3.904305,0.0
6,12,1,True,False,False,5.8549,10.3055,0.6928,8.0,0.8476,0.5693,9.345777,5.480209,0.0
6,13,2,True,False,False,22.7255,27.365,0.3814,10.0,0.8265,0.4024,1.296649,-3.835476,0.0
6,14,2,False,True,False,42.7683,39.365,0.3468,34.0,0.879,0.434,4.963411,4.237293,0.0
6,15,0,False,True,False,23.425,21.0082,0.667,12.0,0.8894,0.5709,-3.257918,-3.441695,0.0
6,16,0,False,True,False,24.7736,23.019,0.5875,18.0,0.8091,0.5479,5.899547,-10.499162,0.0
6,17,7,False,False,True,0.8714,3.7542,0.777,4.0,0.9291,0.5576,2.230696,4.307733,0.0
6,18,4,False,False,True,6.3325,10.1758,0.7685,4.0,0.9012,0.5523,4.668884,-4.524111,0.0
6,19,0,False,False,True,16.6001,17.1812,0.7067,8.0,0.8555,0.5517,2.368372,-9.804807,0.0
7,0,0,True,False,False,11.1355,13.4243,0.7765,8.0,0.9213,0.5968,6.906062,-0.824459,0.0
7,1,1,True,False,False,5.6743,12.3913,0.4644,8.0,0.7895,0.6158,-3.393914,6.162623,0.0
7,2,6,True,False,False,2.7053,6.5857,0.7838,6.0,0.9628,0.6019,-2.693944,3.919823,0.0
7,3,2,True,False,False,12.625,14.2639,0.7798,8.0,0.9918,0.6014,-0.469599,1.728952,0.0
7,4,2,True,False,False,8.5044,14.4341,0.513,8.0,0.8402,0.4785,-0.358358,5.705737,0.0
7,5,2,True,False,False,7.8268,15.6282,0.4027,12.0,0.8569,0.4287,2.067505,4.958774,0.0
7,6,6,True,False,False,1.0067,4.1122,0.7481,4.0,0.8209,0.579,3.313592,0.56859,0.0
7,7,0,True,False,False,14.4994,15.2819,0.7802,4.0,0.9291,0.5987,0.388193,10.128397,0.0
7,8,5,True,False,False,31.5586,29.1293,0.4674,22.0,0.9843,0.4171,4.108759,-6.423827,0.0
7,9,3,True,False,False,15.6581,19.7992,0.5019,14.0,0.609,0.43,12.071472,5.424516,0.0
7,10,0,True,False,False,14.7909,15.8632,0.7386,4.0,0.8015,0.573,0.670137,-11.635479,0.0
7,11,5,True,False,False,25.3367,20.2654,0.7753,12.0,0.9259,0.5969,8.554567,7.013309,0.0
7,12,5,True,False,False,36.2654,36.8874,0.3349,22.0,0.4875,0.4521,-9.518385,-3.18289,0.0
7,13,2,True,False,False,8.2716,14.8216,0.4732,16.0,0.5553,0.4481,0.453242,-1.095432,0.0
7,14,0,True,False,False,15.3754,16.5514,0.7053,8.0,0.8552,0.5702,-6.240181,4.467838,0.0
7,15,4,True,False,False,8.9092,12.2748,0.7431,4.0,0.8102,0.5758,7.312649,2.566518,0.0
7,16,0,True,False,False,16.8828,16.4357,0.7854,4.0,0.9959,0.6019,4.285101,8.657764,0.0
7,17,5,True,False,False,25.5271,20.3842,0.772,12.0,0.922,0.5993,-3.857913,10.973408,0.0
7,18,4,True,False,False,7.675,11.8204,0.6903,8.0,0.7284,0.5551,-7.905511,-1.454391,0.0
7,19,0,True,False,False,15.4773,16.607,0.7052,4.0,0.7479,0.552,-6.017092,-7.782522,0.0
7,20,6,True,False,False,12.1947,20.497,0.3648,4.0,0.9467,0.522,4.801381,0.567823,0.0
7,21,0,False,True,False,15.1172,15.8862,0.7527,4.0,0.8314,0.5818,-3.003531,-9.293821,0.0
7,22,1,False,True,False,4.7631,9.5391,0.6578,8.0,0.6558,0.5849,-1.802768,-6.116483,0.0
7,23,1,False,True,False,5.6835,12.3801,0.466,8.0,0.9097,0.5753,4.536473,3.863026,0.0
7,24,6,False,True,False,4.0385,8.1842,0.7577,6.0,0.8506,0.585,-3.706779,2.232981,0.0
7,25,2,False,False,True,13.4986,22.3124,0.3407,16.0,0.9982,0.3872,-2.781551,-1.218934,0.0
7,26,4,False,False,True,9.714,13.4773,0.672,16.0,0.8543,0.596,1.946035,-5.127123,0.0
7,27,3,False,False,True,16.0016,19.8371,0.511,14.0,0.5787,0.4325,5.612723,-9.957239,0.0
7,28,1,False,False,True,7.1701,12.9831,0.5345,14.0,0.9988,0.5852,-0.708056,-4.200709,0.0
