graph_id,src_id,dst_id,label,train_mask,val_mask,test_mask
1,15,38,0,False,False,True
1,23,24,0,False,False,True
1,24,23,0,False,False,True
1,3,9,0,False,False,True
1,9,3,0,False,False,True
2,0,20,0,True,False,False
2,20,0,0,True,False,False
2,22,20,0,True,False,False
2,20,22,0,True,False,False
2,8,20,0,True,False,False
2,20,8,0,True,False,False
2,36,20,0,True,False,False
2,20,36,0,True,False,False
2,38,20,0,True,False,False
2,20,38,0,True,False,False
2,37,20,0,True,False,False
2,20,37,0,True,False,False
2,7,2,0,True,False,False
2,2,7,0,True,False,False
2,27,15,0,True,False,False
2,15,27,0,True,False,False
2,27,12,0,True,False,False
2,12,27,0,True,False,False
2,38,32,0,True,False,False
2,32,38,0,True,False,False
2,25,32,0,True,False,False
2,32,25,0,True,False,False
2,11,4,0,True,False,False
2,4,11,0,True,False,False
2,12,10,0,True,False,False
2,10,12,0,True,False,False
2,12,18,0,True,False,False
2,18,12,0,True,False,False
2,12,39,0,True,False,False
2,39,12,0,True,False,False
2,12,15,0,True,False,False
2,15,12,0,True,False,False
2,12,26,0,True,False,False
2,26,12,0,True,False,False
2,12,14,0,True,False,False
2,14,12,0,True,False,False
2,1,26,0,True,False,False
2,26,1,0,True,False,False
2,1,14,0,True,False,False
2,14,1,0,True,False,False
2,28,26,0,True,False,False
2,26,28,0,True,False,False
2,13,40,0,True,False,False
2,40,13,0,True,False,False
2,40,14,0,True,False,False
2,14,40,0,True,False,False
2,33,30,0,True,False,False
2,30,33,0,True,False,False
2,11,30,0,True,False,False
2,30,11,0,True,False,False
2,38,25,0,True,False,False
2,25,38,0,True,False,False
2,38,9,0,True,False,False
2,9,38,0,True,False,False
2,37,22,0,True,False,False
2,22,37,0,True,False,False
2,37,14,0,True,False,False
2,14,37,0,True,False,False
2,22,0,0,True,False,False
2,0,22,0,True,False,False
2,36,38,0,True,False,False
2,38,36,0,True,False,False
2,38,14,0,True,False,False
2,14,38,0,True,False,False
2,36,8,0,True,False,False
2,8,36,0,True,False,False
2,8,0,0,True,False,False
2,0,8,0,True,False,False
2,18,5,0,True,False,False
2,5,18,0,True,False,False
2,5,3,0,True,False,False
2,3,5,0,True,False,False
2,10,39,0,True,False,False
2,39,10,0,True,False,False
2,39,18,0,True,False,False
2,18,39,0,True,False,False
2,13,3,0,False,True,False
2,3,13,0,False,True,False
2,34,16,0,False,True,False
2,16,34,0,False,True,False
2,16,23,0,False,True,False
2,23,16,0,False,True,False
2,16,14,0,False,True,False
2,14,16,0,False,True,False
2,33,14,0,False,False,True
2,14,33,0,False,False,True
2,18,6,0,False,False,True
2,6,18,0,False,False,True
2,18,17,0,False,False,True
2,17,18,0,False,False,True
2,18,14,0,False,False,True
2,14,18,0,False,False,True
2,6,14,0,False,False,True
2,14,6,0,False,False,True
2,17,14,0,False,False,True
2,14,17,0,False,False,True
3,13,29,0,True,False,False
3,29,13,0,True,False,False
3,13,15,0,True,False,False
3,15,13,0,True,False,False
3,13,17,0,True,False,False
3,17,13,0,True,False,False
3,25,1,0,True,False,False
3,1,25,0,True,False,False
3,1,12,0,True,False,False
3,12,1,0,True,False,False
3,7,11,0,True,False,False
3,11,7,0,True,False,False
3,31,7,0,True,False,False
3,7,31,0,True,False,False
3,30,6,0,True,False,False
3,6,30,0,True,False,False
3,30,29,0,True,False,False
3,29,30,0,True,False,False
3,22,30,0,True,False,False
3,30,22,0,True,False,False
3,30,32,0,True,False,False
3,32,30,0,True,False,False
3,36,35,0,True,False,False
3,35,36,0,True,False,False
3,36,16,0,True,False,False
3,16,36,0,True,False,False
3,36,20,0,True,False,False
3,20,36,0,True,False,False
3,20,8,0,True,False,False
3,8,20,0,True,False,False
3,26,20,0,True,False,False
3,20,26,0,True,False,False
3,5,20,0,True,False,False
3,20,5,0,True,False,False
3,37,20,0,True,False,False
3,20,37,0,True,False,False
3,6,20,0,True,False,False
3,20,6,0,True,False,False
3,20,29,0,True,False,False
3,29,20,0,True,False,False
3,17,20,0,True,False,False
3,20,17,0,True,False,False
3,23,26,0,True,False,False
3,26,23,0,True,False,False
3,5,26,0,True,False,False
3,26,5,0,True,False,False
3,26,37,0,True,False,False
3,37,26,0,True,False,False
3,10,11,0,True,False,False
3,11,10,0,True,False,False
3,29,0,0,True,False,False
3,0,29,0,True,False,False
3,22,0,0,True,False,False
3,0,22,0,True,False,False
3,37,16,0,True,False,False
3,16,37,0,True,False,False
3,18,29,0,True,False,False
3,29,18,0,True,False,False
3,6,29,0,True,False,False
3,29,6,0,True,False,False
3,19,29,0,True,False,False
3,29,19,0,True,False,False
3,22,29,0,True,False,False
3,29,22,0,True,False,False
3,29,32,0,True,False,False
3,32,29,0,True,False,False
3,17,33,0,True,False,False
3,33,17,0,True,False,False
3,17,23,0,True,False,False
3,23,17,0,True,False,False
3,5,17,0,True,False,False
3,17,5,0,True,False,False
3,15,17,0,True,False,False
3,17,15,0,True,False,False
3,34,17,0,True,False,False
3,17,34,0,True,False,False
3,19,31,0,True,False,False
3,31,19,0,True,False,False
3,19,9,0,True,False,False
3,9,19,0,True,False,False
3,25,19,0,True,False,False
3,19,25,0,True,False,False
3,19,22,0,True,False,False
3,22,19,0,True,False,False
3,3,19,0,True,False,False
3,19,3,0,True,False,False
3,19,12,0,True,False,False
3,12,19,0,True,False,False
3,19,38,0,True,False,False
3,38,19,0,True,False,False
3,25,18,0,True,False,False
3,18,25,0,True,False,False
3,39,35,0,True,False,False
3,35,39,0,True,False,False
3,34,23,0,False,True,False
3,23,34,0,False,True,False
3,3,12,0,False,True,False
3,12,3,0,False,True,False
3,34,33,0,False,True,False
3,33,34,0,False,True,False
3,10,39,0,False,True,False
3,39,10,0,False,True,False
3,10,22,0,False,True,False
3,22,10,0,False,True,False
3,9,22,0,False,False,True
3,22,9,0,False,False,True
3,15,33,0,False,False,True
3,33,15,0,False,False,True
3,31,38,0,False,False,True
3,38,31,0,False,False,True
3,22,38,0,False,False,True
3,38,22,0,False,False,True
3,3,31,0,False,False,True
3,31,3,0,False,False,True
3,21,22,0,False,False,True
3,22,21,0,False,False,True
3,22,32,0,False,False,True
3,32,22,0,False,False,True
4,14,28,0,True,False,False
4,28,14,0,True,False,False
4,14,36,0,True,False,False
4,36,14,0,True,False,False
4,11,23,0,True,False,False
4,23,11,0,True,False,False
4,23,37,0,True,False,False
4,37,23,0,True,False,False
4,37,0,0,True,False,False
4,0,37,0,True,False,False
4,37,17,0,True,False,False
4,17,37,0,True,False,False
4,23,3,0,True,False,False
4,3,23,0,True,False,False
4,23,28,0,True,False,False
4,28,23,0,True,False,False
4,23,8,0,True,False,False
4,8,23,0,True,False,False
4,23,1,0,True,False,False
4,1,23,0,True,False,False
4,23,0,0,True,False,False
4,0,23,0,True,False,False
4,22,23,0,True,False,False
4,23,22,0,True,False,False
4,22,3,0,True,False,False
4,3,22,0,True,False,False
4,22,40,0,True,False,False
4,40,22,0,True,False,False
4,22,1,0,True,False,False
4,1,22,0,True,False,False
4,30,8,0,True,False,False
4,8,30,0,True,False,False
4,30,19,0,True,False,False
4,19,30,0,True,False,False
4,18,30,0,True,False,False
4,30,18,0,True,False,False
4,18,8,0,True,False,False
4,8,18,0,True,False,False
4,18,0,0,True,False,False
4,0,18,0,True,False,False
4,16,4,0,True,False,False
4,4,16,0,True,False,False
4,21,16,0,True,False,False
4,16,21,0,True,False,False
4,25,0,0,True,False,False
4,0,25,0,True,False,False
4,35,0,0,True,False,False
4,0,35,0,True,False,False
4,0,4,0,True,False,False
4,4,0,0,True,False,False
4,17,0,0,True,False,False
4,0,17,0,True,False,False
4,21,0,0,True,False,False
4,0,21,0,True,False,False
4,28,38,0,True,False,False
4,38,28,0,True,False,False
4,8,7,0,True,False,False
4,7,8,0,True,False,False
4,19,7,0,True,False,False
4,7,19,0,True,False,False
4,40,7,0,True,False,False
4,7,40,0,True,False,False
4,13,35,0,True,False,False
4,35,13,0,True,False,False
4,21,13,0,True,False,False
4,13,21,0,True,False,False
4,1,8,0,True,False,False
4,8,1,0,True,False,False
4,20,39,0,True,False,False
4,39,20,0,True,False,False
4,20,5,0,True,False,False
4,5,20,0,True,False,False
4,20,35,0,True,False,False
4,35,20,0,True,False,False
4,29,25,0,True,False,False
4,25,29,0,True,False,False
4,10,21,0,True,False,False
4,21,10,0,True,False,False
4,21,35,0,True,False,False
4,35,21,0,True,False,False
4,21,4,0,True,False,False
4,4,21,0,True,False,False
4,31,21,0,True,False,False
4,21,31,0,True,False,False
4,17,21,0,True,False,False
4,21,17,0,True,False,False
4,21,33,0,True,False,False
4,33,21,0,True,False,False
4,5,29,0,True,False,False
4,29,5,0,True,False,False
4,29,35,0,True,False,False
4,35,29,0,True,False,False
4,40,8,0,True,False,False
4,8,40,0,True,False,False
4,8,19,0,False,True,False
4,19,8,0,False,True,False
4,36,33,0,False,True,False
4,33,36,0,False,True,False
4,33,32,0,False,True,False
4,32,33,0,False,True,False
4,2,32,0,False,True,False
4,32,2,0,False,True,False
4,35,39,0,False,True,False
4,39,35,0,False,True,False
4,39,9,0,False,False,True
4,9,39,0,False,False,True
4,17,4,0,False,False,True
4,4,17,0,False,False,True
4,31,35,0,False,False,True
4,35,31,0,False,False,True
4,31,2,0,False,False,True
4,2,31,0,False,False,True
4,31,9,0,False,False,True
4,9,31,0,False,False,True
4,2,9,0,False,False,True
4,9,2,0,False,False,True
4,35,9,0,False,False,True
4,9,35,0,False,False,True
5,3,13,0,True,False,False
5,13,3,0,True,False,False
5,11,17,0,True,False,False
5,17,11,0,True,False,False
5,19,17,0,True,False,False
5,17,19,0,True,False,False
5,2,6,0,True,False,False
5,6,2,0,True,False,False
5,2,8,0,True,False,False
5,8,2,0,True,False,False
5,15,12,0,True,False,False
5,12,15,0,True,False,False
5,15,9,0,True,False,False
5,9,15,0,True,False,False
5,12,7,0,True,False,False
5,7,12,0,True,False,False
5,12,13,0,True,False,False
5,13,12,0,True,False,False
5,1,4,0,True,False,False
5,4,1,0,True,False,False
5,16,8,0,True,False,False
5,8,16,0,True,False,False
5,16,6,0,True,False,False
5,6,16,0,True,False,False
5,11,19,0,False,True,False
5,19,11,0,False,True,False
5,13,7,0,False,False,True
5,7,13,0,False,False,True
5,5,10,0,False,False,True
5,10,5,0,False,False,True
6,7,4,0,True,False,False
6,4,7,0,True,False,False
6,6,4,0,True,False,False
6,4,6,0,True,False,False
6,5,4,0,True,False,False
6,4,5,0,True,False,False
6,7,14,0,True,False,False
6,14,7,0,True,False,False
6,7,5,0,True,False,False
6,5,7,0,True,False,False
6,9,0,0,True,False,False
6,0,9,0,True,False,False
6,9,5,0,True,False,False
6,5,9,0,True,False,False
6,9,15,0,True,False,False
6,15,9,0,True,False,False
6,6,3,0,True,False,False
6,3,6,0,True,False,False
6,6,5,0,True,False,False
6,5,6,0,True,False,False
6,3,5,0,True,False,False
6,5,3,0,True,False,False
6,15,5,0,True,False,False
6,5,15,0,True,False,False
6,5,13,0,True,False,False
6,13,5,0,True,False,False
6,5,14,0,True,False,False
6,14,5,0,True,False,False
6,12,8,0,True,False,False
6,8,12,0,True,False,False
6,8,13,0,True,False,False
6,13,8,0,True,False,False
6,8,14,0,True,False,False
6,14,8,0,True,False,False
6,18,8,0,True,False,False
6,8,18,0,True,False,False
6,8,10,0,True,False,False
6,10,8,0,True,False,False
6,8,11,0,True,False,False
6,11,8,0,True,False,False
6,8,2,0,True,False,False
6,2,8,0,True,False,False
6,18,2,0,True,False,False
6,2,18,0,True,False,False
6,2,10,0,True,False,False
6,10,2,0,True,False,False
6,2,16,0,True,False,False
6,16,2,0,True,False,False
6,12,11,0,True,False,False
6,11,12,0,True,False,False
6,11,10,0,True,False,False
6,10,11,0,True,False,False
6,14,17,0,True,False,False
6,17,14,0,True,False,False
6,16,13,0,False,True,False
6,13,16,0,False,True,False
6,16,19,0,False,True,False
6,19,16,0,False,True,False
6,18,13,0,False,True,False
6,13,18,0,False,True,False
6,14,13,0,False,False,True
6,13,14,0,False,False,True
6,19,13,0,False,False,True
6,13,19,0,False,False,True
6,13,1,0,False,False,True
6,1,13,0,False,False,True
6,19,1,0,False,False,True
6,1,19,0,False,False,True
7,25,18,0,True,False,False
7,18,25,0,True,False,False
7,18,12,0,True,False,False
7,12,18,0,True,False,False
7,11,15,0,True,False,False
7,15,11,0,True,False,False
7,23,15,0,True,False,False
7,15,23,0,True,False,False
7,21,22,0,True,False,False
7,22,21,0,True,False,False
7,28,22,0,True,False,False
7,22,28,0,True,False,False
7,20,6,0,True,False,False
7,6,20,0,True,False,False
7,20,3,0,True,False,False
7,3,20,0,True,False,False
7,26,13,0,True,False,False
7,13,26,0,True,False,False
7,26,28,0,True,False,False
7,28,26,0,True,False,False
7,26,8,0,True,False,False
7,8,26,0,True,False,False
7,16,5,0,True,False,False
7,5,16,0,True,False,False
7,11,5,0,True,False,False
7,5,11,0,True,False,False
7,23,5,0,True,False,False
7,5,23,0,True,False,False
7,24,3,0,True,False,False
7,3,24,0,True,False,False
7,21,10,0,True,False,False
7,10,21,0,True,False,False
7,8,10,0,True,False,False
7,10,8,0,True,False,False
7,25,29,0,True,False,False
7,29,25,0,True,False,False
7,25,12,0,True,False,False
7,12,25,0,True,False,False
7,16,11,0,True,False,False
7,11,16,0,True,False,False
7,17,30,0,True,False,False
7,30,17,0,True,False,False
7,17,7,0,True,False,False
7,7,17,0,True,False,False
7,4,17,0,True,False,False
7,17,4,0,True,False,False
7,28,13,0,True,False,False
7,13,28,0,True,False,False
7,1,30,0,True,False,False
7,30,1,0,True,False,False
7,4,1,0,False,True,False
7,1,4,0,False,True,False
7,8,13,0,False,True,False
7,13,8,0,False,True,False
7,14,12,0,False,True,False
7,12,14,0,False,True,False
7,4,7,0,False,False,True
7,7,4,0,False,False,True
7,19,29,0,False,False,True
7,29,19,0,False,False,True
7,19,12,0,False,False,True
7,12,19,0,False,False,True
7,0,8,0,False,False,True
7,8,0,0,False,False,True
8,8,27,0,True,False,False
8,27,8,0,True,False,False
8,13,27,0,True,False,False
8,27,13,0,True,False,False
8,17,27,0,True,False,False
8,27,17,0,True,False,False
8,23,28,0,True,False,False
8,28,23,0,True,False,False
8,5,28,0,True,False,False
8,28,5,0,True,False,False
8,28,22,0,True,False,False
8,22,28,0,True,False,False
8,28,9,0,True,False,False
8,9,28,0,True,False,False
8,30,14,0,True,False,False
8,14,30,0,True,False,False
8,19,14,0,True,False,False
8,14,19,0,True,False,False
8,14,26,0,True,False,False
8,26,14,0,True,False,False
8,17,16,0,True,False,False
8,16,17,0,True,False,False
8,30,26,0,True,False,False
8,26,30,0,True,False,False
8,6,22,0,True,False,False
8,22,6,0,True,False,False
8,13,16,0,True,False,False
8,16,13,0,True,False,False
8,13,7,0,True,False,False
8,7,13,0,True,False,False
8,30,19,0,True,False,False
8,19,30,0,True,False,False
8,13,18,0,True,False,False
8,18,13,0,True,False,False
8,13,8,0,True,False,False
8,8,13,0,True,False,False
8,13,25,0,True,False,False
8,25,13,0,True,False,False
8,5,23,0,True,False,False
8,23,5,0,True,False,False
8,5,9,0,True,False,False
8,9,5,0,True,False,False
8,18,21,0,True,False,False
8,21,18,0,True,False,False
8,11,24,0,False,True,False
8,24,11,0,False,True,False
8,0,11,0,False,True,False
8,11,0,0,False,True,False
8,10,4,0,False,False,True
8,4,10,0,False,False,True
8,0,24,0,False,False,True
8,24,0,0,False,False,True
8,4,15,0,False,False,True
8,15,4,0,False,False,True
8,4,24,0,False,False,True
8,24,4,0,False,False,True
9,22,16,0,True,False,False
9,16,22,0,True,False,False
9,22,21,0,True,False,False
9,21,22,0,True,False,False
9,3,24,0,True,False,False
9,24,3,0,True,False,False
9,13,3,0,True,False,False
9,3,13,0,True,False,False
9,17,24,0,True,False,False
9,24,17,0,True,False,False
9,12,24,0,True,False,False
9,24,12,0,True,False,False
9,25,8,0,True,False,False
9,8,25,0,True,False,False
9,21,8,0,True,False,False
9,8,21,0,True,False,False
9,23,15,0,True,False,False
9,15,23,0,True,False,False
9,15,1,0,True,False,False
9,1,15,0,True,False,False
9,0,9,0,True,False,False
9,9,0,0,True,False,False
9,0,18,0,True,False,False
9,18,0,0,True,False,False
9,19,18,0,True,False,False
9,18,19,0,True,False,False
9,9,18,0,True,False,False
9,18,9,0,True,False,False
9,5,26,0,True,False,False
9,26,5,0,True,False,False
9,23,5,0,True,False,False
9,5,23,0,True,False,False
9,5,14,0,True,False,False
9,14,5,0,True,False,False
9,23,1,0,True,False,False
9,1,23,0,True,False,False
9,23,4,0,True,False,False
9,4,23,0,True,False,False
9,23,14,0,False,True,False
9,14,23,0,False,True,False
9,23,20,0,False,True,False
9,20,23,0,False,True,False
9,20,4,0,False,False,True
9,4,20,0,False,False,True
9,9,6,0,False,False,True
9,6,9,0,False,False,True
9,25,16,0,False,False,True
9,16,25,0,False,False,True
10,17,2,0,True,False,False
10,2,17,0,True,False,False
10,15,2,0,True,False,False
10,2,15,0,True,False,False
10,23,11,0,True,False,False
10,11,23,0,True,False,False
10,11,12,0,True,False,False
10,12,11,0,True,False,False
10,9,11,0,True,False,False
10,11,9,0,True,False,False
10,11,10,0,True,False,False
10,10,11,0,True,False,False
10,9,0,0,True,False,False
10,0,9,0,True,False,False
10,1,24,0,True,False,False
10,24,1,0,True,False,False
10,1,10,0,True,False,False
10,10,1,0,True,False,False
10,6,16,0,True,False,False
10,16,6,0,True,False,False
10,4,16,0,True,False,False
10,16,4,0,True,False,False
10,5,8,0,True,False,False
10,8,5,0,True,False,False
10,12,10,0,True,False,False
10,10,12,0,True,False,False
10,10,24,0,True,False,False
10,24,10,0,True,False,False
10,10,3,0,True,False,False
10,3,10,0,True,False,False
10,23,24,0,True,False,False
10,24,23,0,True,False,False
10,4,20,0,True,False,False
10,20,4,0,True,False,False
10,4,7,0,True,False,False
10,7,4,0,True,False,False
10,17,5,0,False,True,False
10,5,17,0,False,True,False
10,6,20,0,False,True,False
10,20,6,0,False,True,False
10,20,7,0,False,False,True
10,7,20,0,False,False,True
10,19,13,0,False,False,True
10,13,19,0,False,False,True
10,19,14,0,False,False,True
10,14,19,0,False,False,True
11,0,9,0,True,False,False
11,9,0,0,True,False,False
11,0,4,0,True,False,False
11,4,0,0,True,False,False
11,0,3,0,True,False,False
11,3,0,0,True,False,False
11,8,12,0,True,False,False
11,12,8,0,True,False,False
11,23,12,0,True,False,False
11,12,23,0,True,False,False
11,11,12,0,True,False,False
11,12,11,0,True,False,False
11,2,25,0,True,False,False
11,25,2,0,True,False,False
11,25,23,0,True,False,False
11,23,25,0,True,False,False
11,16,7,0,True,False,False
11,7,16,0,True,False,False
11,8,14,0,True,False,False
11,14,8,0,True,False,False
11,11,8,0,True,False,False
11,8,11,0,True,False,False
11,17,18,0,True,False,False
11,18,17,0,True,False,False
11,18,13,0,True,False,False
11,13,18,0,True,False,False
11,22,21,0,True,False,False
11,21,22,0,True,False,False
11,16,2,0,True,False,False
11,2,16,0,True,False,False
11,2,14,0,True,False,False
11,14,2,0,True,False,False
11,11,2,0,True,False,False
11,2,11,0,True,False,False
11,3,1,0,True,False,False
11,1,3,0,True,False,False
11,9,4,0,True,False,False
11,4,9,0,True,False,False
11,5,20,0,True,False,False
11,20,5,0,True,False,False
11,5,21,0,False,True,False
11,21,5,0,False,True,False
11,20,6,0,False,True,False
11,6,20,0,False,True,False
11,11,23,0,False,False,True
11,23,11,0,False,False,True
11,11,14,0,False,False,True
11,14,11,0,False,False,True
11,9,1,0,False,False,True
11,1,9,0,False,False,True
12,29,9,0,True,False,False
12,9,29,0,True,False,False
12,15,9,0,True,False,False
12,9,15,0,True,False,False
12,9,25,0,True,False,False
12,25,9,0,True,False,False
12,3,25,0,True,False,False
12,25,3,0,True,False,False
12,15,25,0,True,False,False
12,25,15,0,True,False,False
12,8,29,0,True,False,False
12,29,8,0,True,False,False
12,23,33,0,True,False,False
12,33,23,0,True,False,False
12,23,5,0,True,False,False
12,5,23,0,True,False,False
12,29,15,0,True,False,False
12,15,29,0,True,False,False
12,29,19,0,True,False,False
12,19,29,0,True,False,False
12,3,19,0,True,False,False
12,19,3,0,True,False,False
12,4,26,0,True,False,False
12,26,4,0,True,False,False
12,31,26,0,True,False,False
12,26,31,0,True,False,False
12,2,26,0,True,False,False
12,26,2,0,True,False,False
12,1,22,0,True,False,False
12,22,1,0,True,False,False
12,1,32,0,True,False,False
12,32,1,0,True,False,False
12,11,10,0,True,False,False
12,10,11,0,True,False,False
12,10,31,0,True,False,False
12,31,10,0,True,False,False
12,31,13,0,True,False,False
12,13,31,0,True,False,False
12,2,28,0,True,False,False
12,28,2,0,True,False,False
12,5,33,0,True,False,False
12,33,5,0,True,False,False
12,12,5,0,True,False,False
12,5,12,0,True,False,False
12,17,7,0,True,False,False
12,7,17,0,True,False,False
12,17,22,0,True,False,False
12,22,17,0,True,False,False
12,28,4,0,True,False,False
12,4,28,0,True,False,False
12,28,31,0,True,False,False
12,31,28,0,True,False,False
12,33,21,0,True,False,False
12,21,33,0,True,False,False
12,12,21,0,False,True,False
12,21,12,0,False,True,False
12,7,32,0,False,True,False
12,32,7,0,False,True,False
12,22,32,0,False,True,False
12,32,22,0,False,True,False
12,16,27,0,False,False,True
12,27,16,0,False,False,True
12,30,20,0,False,False,True
12,20,30,0,False,False,True
12,30,27,0,False,False,True
12,27,30,0,False,False,True
12,31,4,0,False,False,True
12,4,31,0,False,False,True
13,12,18,0,True,False,False
13,18,12,0,True,False,False
13,19,18,0,True,False,False
13,18,19,0,True,False,False
13,6,18,0,True,False,False
13,18,6,0,True,False,False
13,4,10,0,True,False,False
13,10,4,0,True,False,False
13,1,10,0,True,False,False
13,10,1,0,True,False,False
13,12,6,0,True,False,False
13,6,12,0,True,False,False
13,6,23,0,True,False,False
13,23,6,0,True,False,False
13,12,20,0,True,False,False
13,20,12,0,True,False,False
13,12,19,0,True,False,False
13,19,12,0,True,False,False
13,12,5,0,True,False,False
13,5,12,0,True,False,False
13,20,13,0,True,False,False
13,13,20,0,True,False,False
13,17,13,0,True,False,False
13,13,17,0,True,False,False
13,5,20,0,True,False,False
13,20,5,0,True,False,False
13,19,5,0,True,False,False
13,5,19,0,True,False,False
13,8,0,0,True,False,False
13,0,8,0,True,False,False
13,0,11,0,True,False,False
13,11,0,0,True,False,False
13,8,9,0,True,False,False
13,9,8,0,True,False,False
13,8,2,0,True,False,False
13,2,8,0,True,False,False
13,24,15,0,True,False,False
13,15,24,0,True,False,False
13,21,7,0,True,False,False
13,7,21,0,True,False,False
13,9,11,0,False,True,False
13,11,9,0,False,True,False
13,1,24,0,False,True,False
13,24,1,0,False,True,False
13,22,7,0,False,False,True
13,7,22,0,False,False,True
13,9,2,0,False,False,True
13,2,9,0,False,False,True
13,23,20,0,False,False,True
13,20,23,0,False,False,True
14,15,5,0,True,False,False
14,5,15,0,True,False,False
14,15,14,0,True,False,False
14,14,15,0,True,False,False
14,8,13,0,True,False,False
14,13,8,0,True,False,False
14,13,5,0,True,False,False
14,5,13,0,True,False,False
14,13,0,0,True,False,False
14,0,13,0,True,False,False
14,8,5,0,True,False,False
14,5,8,0,True,False,False
14,14,5,0,True,False,False
14,5,14,0,True,False,False
14,7,5,0,True,False,False
14,5,7,0,True,False,False
14,5,10,0,True,False,False
14,10,5,0,True,False,False
14,7,10,0,True,False,False
14,10,7,0,True,False,False
14,20,21,0,True,False,False
14,21,20,0,True,False,False
14,17,21,0,True,False,False
14,21,17,0,True,False,False
14,17,19,0,True,False,False
14,19,17,0,True,False,False
14,18,21,0,True,False,False
14,21,18,0,True,False,False
14,2,26,0,True,False,False
14,26,2,0,True,False,False
14,4,24,0,True,False,False
14,24,4,0,True,False,False
14,4,2,0,True,False,False
14,2,4,0,True,False,False
14,12,4,0,True,False,False
14,4,12,0,True,False,False
14,22,23,0,False,True,False
